"gamma","epsilon","c","test_r2"
"1.8573993","0.14008394","0.7485077","-0.20042726630258012"
"2.4826634","0.99993926","0.52433044","-0.2013758788641622"
"0.012605556","0.34772775","96.023254","-0.2022225279866181"
"4.518097","0.164195","0.345118","-0.20335924387630833"
"2.155193","0.02764388","0.63425136","-0.2034987936478161"
"1.7400391","0.019010626","0.76371646","-0.20394448183627234"
"0.27874166","0.024240198","4.2838407","-0.20608134823431756"
"0.24400823","0.059087228","4.877423","-0.2061976285625553"
"0.088874","0.052231174","13.042173","-0.20771810724885253"
"0.021221055","0.019010201","53.689075","-0.20885799896638768"
"4.32401","0.010041644","0.32984486","-0.21019547773940128"
"96.856445","0.044681475","0.45181522","-0.2115574835712346"
"2.7295856","0.8450872","0.41214475","-0.2122885148848166"
"0.052351028","0.26611626","20.921463","-0.21229859161791653"
"0.036942795","0.31382418","28.943277","-0.21365886660242772"
"34.810425","0.019386057","0.16154969","-0.2136913472979416"
"3.272127","0.11994394","0.39283442","-0.21400062572599943"
"7.4942694","0.079150476","0.21455628","-0.21423421508279206"
"0.37129477","0.2225907","2.921963","-0.2145417229854314"
"33.137573","0.22597936","0.15662053","-0.2147105594774008"
"0.17502655","0.13305828","5.9545603","-0.2168174177393396"
"0.014219849","0.0336786","70.981804","-0.2185689081330413"
"0.09615661","0.54911345","9.487122","-0.2188099001293209"
"0.014187747","0.04883787","70.64246","-0.21910234759958858"
"4.2201858","0.031524643","0.2992045","-0.2194225211398606"
"23.250458","0.04796068","0.13601819","-0.22053611891776947"
"58.730846","0.7608842","0.17573492","-0.22056777642190273"
"0.6050414","0.05727239","1.6724629","-0.22091114448911342"
"0.9284886","0.01833692","1.1069261","-0.2211211434645557"
"4.3744826","0.3879725","0.267704","-0.22126185590554082"
"0.037131146","0.3529966","23.64411","-0.22280966436115213"
"0.022523275","0.75535405","30.879007","-0.22284767111180992"
"0.46866342","0.81194276","1.4168994","-0.22318006673588364"
"15.601705","0.9597011","0.0966802","-0.22321126493334065"
"0.015858162","0.023304805","59.2302","-0.22386231125887246"
"0.62187564","0.7052355","1.098578","-0.2243917503369599"
"0.15913248","0.091365315","5.8278084","-0.22450815580440597"
"0.023117345","0.24208917","37.25013","-0.22519027141557113"
"0.11252882","0.08036639","8.035245","-0.22570153101243529"
"0.32635581","0.04533987","2.835877","-0.2257365443276782"
"0.022894314","0.24019031","37.167324","-0.22575718388599375"
"9.275374","0.6710902","0.1212327","-0.22612774843823313"
"0.019578442","0.47504723","36.571056","-0.2262577250316582"
"17.49551","0.021901527","0.12699941","-0.22696441742477735"
"0.018672511","0.13978533","45.70076","-0.22700552558399023"
"5.3646736","0.8578588","0.12878661","-0.2270868058209019"
"0.014942703","0.8244931","33.67303","-0.22709400893516563"
"60.324924","0.031934552","0.19679925","-0.22724686661896487"
"0.064292714","0.06674388","13.46144","-0.22750301501792336"
"0.034645636","0.012727308","25.315481","-0.22755433112652623"
"0.07151969","0.47433397","9.123025","-0.22760715666310505"
"0.111846335","0.6017939","5.0743165","-0.22761337827871198"
"0.116418436","0.8074913","4.2498784","-0.22770803329438838"
"28.725119","0.7933207","0.07486139","-0.22837864685201148"
"0.13212112","0.77005595","3.6481605","-0.22841255811924688"
"0.013875475","0.013281432","60.269955","-0.22873329054879932"
"51.505386","0.5898242","0.12599531","-0.22876943527697247"
"0.020894486","0.03981537","39.88224","-0.22883339250072487"
"0.019262783","0.9477585","24.205845","-0.22888182608700558"
"10.501946","0.034856003","0.1461563","-0.22892367788888368"
"0.036984503","0.25578934","19.695574","-0.22904248570288788"
"11.267007","0.3042877","0.12943695","-0.22923518481668514"
"87.5301","0.111657016","0.2518908","-0.22949266697531523"
"4.214858","0.012620142","0.25349045","-0.22990586618593412"
"0.059172295","0.13360006","12.71078","-0.23029077121739316"
"0.624626","0.14672707","1.2161819","-0.23058127881678625"
"0.70870584","0.17001443","1.0385463","-0.23078935347513196"
"0.01189129","0.48611674","40.632694","-0.23081611453467188"
"0.61605716","0.085610494","1.2722366","-0.23096817718661966"
"0.38878292","0.9738567","1.0063233","-0.2312500303465428"
"3.6542065","0.058413845","0.26238048","-0.23153233792780825"
"0.5741362","0.46622092","0.83569306","-0.23155989601435478"
"0.029712621","0.19208045","21.157305","-0.23191360218623425"
"0.17235222","0.01249977","4.232007","-0.2321601713523218"
"0.048361268","0.048140153","14.626947","-0.2323343124944055"
"1.7531728","0.49229646","0.2545264","-0.2326043410985914"
"9.144837","0.48277864","0.08083262","-0.23273231116813586"
"1.3372543","0.37278202","0.3752259","-0.23293790903122358"
"45.379158","0.33813873","0.108827956","-0.23295092527382777"
"2.2150793","0.97918856","0.16569446","-0.23295442505877806"
"6.0910716","0.08473123","0.16425613","-0.23300687460460234"
"9.38405","0.016555713","0.13922875","-0.23302021437428277"
"18.373713","0.119890414","0.10881396","-0.23326638351682671"
"5.9780016","0.75421065","0.09098959","-0.23340794721868252"
"13.603055","0.016309239","0.120537095","-0.23345856353667038"
"0.60359114","0.0146342","1.1387839","-0.23375414520070126"
"20.783382","0.11784954","0.104944326","-0.2337819284203504"
"0.94418174","0.37557057","0.45572817","-0.23399704372696117"
"0.025092619","0.072898924","24.112667","-0.23401817124944202"
"1.0934181","0.045694485","0.61059105","-0.23417258512758887"
"25.637512","0.104763046","0.10424555","-0.23438346736583515"
"38.524902","0.03612219","0.1156017","-0.23456514953999963"
"0.18978131","0.78783077","1.8319758","-0.23471833527286234"
"10.22257","0.098313525","0.10915284","-0.23476066723543076"
"46.909737","0.10215658","0.10835693","-0.23484537459196964"
"0.039825317","0.021636887","14.42847","-0.23486691095286116"
"0.07393538","0.022351097","7.7147694","-0.23492243758575126"
"0.06432034","0.05198389","8.7361","-0.23499686739671466"
"7.1858187","0.02993734","0.13444945","-0.23510908331223535"
"67.222015","0.038163908","0.10665454","-0.2351907152820305"
"0.014456407","0.04746914","37.230972","-0.2351959642322392"
"0.01433187","0.1926242","32.38772","-0.23520099595787025"
"0.048852228","0.010064271","11.026445","-0.23520762114565374"
"0.27581853","0.07524114","1.9630032","-0.23528428608045115"
"86.981","0.12265229","0.11592247","-0.23541239339380704"
"86.73798","0.020440407","0.114865154","-0.23545096516204267"
"8.684692","0.2823114","0.082352705","-0.23548650403663096"
"24.428816","0.015579757","0.09834063","-0.23554230622412642"
"49.547626","0.03587575","0.09452212","-0.2355514869603308"
"0.02818372","0.18817627","15.959656","-0.2355645691827355"
"5.9101286","0.045119513","0.13767919","-0.2355999143930423"
"0.11053657","0.070228636","4.5158176","-0.2356097711765921"
"0.7456463","0.017021842","0.7072951","-0.23561550454489733"
"58.90767","0.06792138","0.09505768","-0.23561660878696"
"0.47659498","0.07909927","1.0772965","-0.23563017169980616"
"2.1144326","0.023599645","0.27947575","-0.2356391305190153"
"0.23919125","0.023527492","2.087111","-0.23566350549606496"
"0.10594561","0.027233744","4.644912","-0.23567536829645364"
"3.8572538","0.027748706","0.17275883","-0.23575922317628084"
"26.29605","0.07418134","0.09139488","-0.2358386682629059"
"0.014158971","0.27339894","26.568022","-0.23590782738410399"
"1.0324937","0.052844767","0.48940593","-0.23592876697594356"
"3.8523521","0.1120576","0.16478455","-0.23597371354557106"
"0.42894614","0.1280881","1.0909021","-0.23603580543321212"
"4.317972","0.04698122","0.14877959","-0.23608607513703128"
"0.26187238","0.098917775","1.7307329","-0.23611146278613804"
"0.019565107","0.05462027","21.331081","-0.2363718191629609"
"0.17290409","0.032825563","2.3718033","-0.23649909838326222"
"0.5244135","0.86310697","0.46294603","-0.23654104490714034"
"0.04341463","0.016981995","9.22186","-0.2365499921661316"
"0.4330438","0.07515228","0.94458824","-0.23660042778338664"
"0.8070458","0.10395811","0.5170929","-0.2366495087021614"
"0.6580298","0.5241192","0.5127182","-0.23670808814422428"
"0.25604218","0.013192296","1.5090091","-0.23676229844466468"
"0.09665902","0.061293002","3.939736","-0.2367643909924102"
"0.581147","0.026618894","0.6810157","-0.23677854716097246"
"0.7512559","0.016211072","0.5334084","-0.2367872481407498"
"1.271074","0.015897548","0.32927114","-0.23679195142219256"
"13.330998","0.9581432","0.032619957","-0.2368504156835629"
"4.293207","0.168247","0.123119555","-0.23685379183141908"
"4.797127","0.08099569","0.112039104","-0.23693856766331667"
"0.036426503","0.055116236","9.896551","-0.2369500681667116"
"2.682165","0.14980213","0.1640386","-0.23704383048323696"
"17.643866","0.03139039","0.066547945","-0.23712698898473739"
"0.016017718","0.08580407","21.376394","-0.23712863667394846"
"3.6667545","0.011047165","0.12637642","-0.23714389088026944"
"46.616783","0.015282473","0.062020868","-0.23726915186456154"
"0.023143161","0.025997745","13.965482","-0.23732888159268617"
"34.945942","0.043943357","0.05975043","-0.23738099756796704"
"2.2410676","0.049401544","0.16843383","-0.237438844427597"
"0.07040734","0.032163557","4.2697916","-0.23757648396691367"
"0.012394181","0.0936554","23.81845","-0.23761725947754986"
"0.11442166","0.09993423","2.5431483","-0.23768843393767236"
"3.3334491","0.2190811","0.11426695","-0.2376886566898606"
"0.06733792","0.01100974","4.176223","-0.23777828317007188"
"32.317993","0.256453","0.05244434","-0.23778153332718222"
"3.1710021","0.0369718","0.11482625","-0.23778311206206815"
"51.353554","0.15475798","0.052373227","-0.23788962219152077"
"3.8999214","0.08811369","0.0952417","-0.2378934412384992"
"0.6980993","0.7805585","0.33834398","-0.23789376734969458"
"0.012723544","0.10195072","21.040663","-0.23790696548317158"
"1.6875384","0.023075145","0.18279877","-0.23790880611404153"
"48.887363","0.029270515","0.050172895","-0.23793944507023035"
"7.974806","0.12598573","0.061897714","-0.23795568716543647"
"0.17206989","0.011317541","1.5430416","-0.2379687181304504"
"0.023671445","0.17910083","11.5545","-0.23798572561663156"
"31.863567","0.016482","0.04768558","-0.23804435221923037"
"3.450881","0.010395477","0.09645498","-0.2380948356852184"
"0.8145769","0.046953786","0.32462016","-0.23812830140063546"
"0.028316308","0.025504556","8.50092","-0.23819781617557223"
"0.038698874","0.016460538","6.1932592","-0.23821121125082612"
"0.0658627","0.4492878","4.5125494","-0.23822777566896125"
"28.373245","0.15111312","0.04397676","-0.23825402617952318"
"13.124481","0.185586","0.046341486","-0.23828733228202648"
"0.1010223","0.018784434","2.3107073","-0.2382913027560638"
"6.044349","0.028533084","0.062044878","-0.23830173982080272"
"46.14367","0.011084285","0.04235398","-0.23836862065771558"
"75.1114","0.03308478","0.061277606","-0.23846706960463115"
"3.9147837","0.048968986","0.07338181","-0.23854304164328322"
"28.870584","0.14135513","0.037682652","-0.2386088589013471"
"26.263437","0.08201162","0.036865175","-0.23865746442475122"
"4.1105766","0.019210601","0.06385405","-0.23877316279907723"
"0.12477754","0.6216485","2.2003524","-0.2387957112334369"
"11.957418","0.051570047","0.035369877","-0.23891217743722049"
"0.3081681","0.9888521","0.23535159","-0.23914446489258512"
"0.03593391","0.11320433","6.2964964","-0.23916649618625008"
"0.018970745","0.3211536","14.660884","-0.23921397452929694"
"0.23780343","0.04515817","0.85888714","-0.2392498389322284"
"2.5279617","0.035331097","0.09151876","-0.2392559071962128"
"91.80151","0.72050357","0.09033721","-0.23926490036734904"
"8.66004","0.33195415","0.052839495","-0.23927009022904433"
"0.61369723","0.36120084","0.46711138","-0.2393051989936763"
"9.468814","0.0104235","0.03392161","-0.23939735179842825"
"1.7640041","0.051736508","0.12654464","-0.23941521214386685"
"0.017222214","0.036312725","11.254551","-0.2394634416696979"
"0.018764911","0.04910294","10.508561","-0.23948802019681814"
"16.449587","0.11101185","0.032370947","-0.23949477182876056"
"0.050930668","0.5772325","5.2723603","-0.23951397351064108"
"0.24601631","0.11271875","0.8892071","-0.23960907403752918"
"11.793091","0.014123836","0.03003641","-0.23964540759124375"
"7.967007","0.17525837","0.046004895","-0.2397470064609435"
"25.96927","0.8318043","0.02580251","-0.2397551873351247"
"8.440147","0.9402203","0.015508011","-0.23976814946108949"
"1.9568074","0.6652009","0.12507571","-0.23977908541403425"
"0.34447715","0.17058545","0.6767685","-0.23983090682422525"
"1.4489805","0.031992782","0.13926654","-0.23983924421692704"
"0.053115387","0.97927237","0.91007894","-0.2398780108744365"
"0.044393007","0.030751936","4.159099","-0.2399715469371595"
"0.48505026","0.7446427","0.3481938","-0.23998238302259578"
"0.24925785","0.11153538","0.8342236","-0.2400622112754065"
"21.753206","0.5026657","0.038609546","-0.24015553696925074"
"0.020759132","0.055385295","8.8641815","-0.24015632212141114"
"0.060585544","0.5790345","3.9966269","-0.24017603372979623"
"0.268194","0.16922697","0.8282539","-0.24024013105316921"
"0.030384494","0.05222134","5.925554","-0.24031626020125785"
"12.077023","0.017123729","0.028321655","-0.24034849614724774"
"0.53440815","0.97204566","0.06600019","-0.24035515291334053"
"0.41224113","0.021654883","0.44298998","-0.24042201805550079"
"0.52700293","0.01769647","0.346584","-0.24050986224109594"
"1.4431978","0.21835564","0.1715348","-0.24053782152389092"
"0.47329098","0.96678174","0.06469565","-0.24054115808251852"
"0.0375281","0.44325012","6.693863","-0.24058063402873908"
"59.204975","0.8827521","0.020088112","-0.24062724140995262"
"0.101928584","0.028498834","1.7315656","-0.24064763623050323"
"0.021972788","0.068211965","8.04101","-0.2406540126984349"
"0.81609654","0.24023136","0.2972995","-0.24065904294326312"
"65.448135","0.666892","0.056653205","-0.240671158058557"
"16.204823","0.022850983","0.025200617","-0.24068957861494944"
"0.11752529","0.03295321","1.4969703","-0.24070339234503435"
"3.1294029","0.20048785","0.08318721","-0.24077262384228804"
"1.1533265","0.965935","0.014332322","-0.24093737406170201"
"13.847029","0.13850142","0.02992465","-0.24096346167647886"
"0.01824558","0.026698893","9.313633","-0.24109217210644074"
"1.2857547","0.18435024","0.16697717","-0.24124035306035974"
"0.58387244","0.025034271","0.29719043","-0.2412412368492305"
"0.8988804","0.023716673","0.1963483","-0.2412527632950201"
"0.41823724","0.09051765","0.41048777","-0.24135703294001498"
"19.109364","0.11429411","0.025317874","-0.24138070221670094"
"0.4854831","0.9459403","0.011118212","-0.24147056210158224"
"0.017600521","0.9414124","0.40439805","-0.24147988101570195"
"0.14861324","0.06733668","1.0978898","-0.2417127315131602"
"0.010653687","0.9349614","0.034729578","-0.24174638548754324"
"99.29346","0.8259058","0.024972107","-0.2418326340729391"
"0.081562504","0.09119812","1.969336","-0.24186093253058116"
"0.04398391","0.92439383","0.012686631","-0.2418821614812099"
"0.1134235","0.9095416","0.059662346","-0.24191525266931158"
"1.2879448","0.079591274","0.13291025","-0.241920816993064"
"0.3197448","0.59834665","0.51765966","-0.24198823201001862"
"2.862255","0.70775324","0.044806525","-0.242034637744589"
"1.9856412","0.019827431","0.08848485","-0.24208220900683752"
"0.08612764","0.80369467","0.61953604","-0.24209341744842106"
"0.12719613","0.88130945","0.080150984","-0.24220105789378144"
"12.33132","0.013327438","0.024357114","-0.2422036250300661"
"0.04418989","0.8879757","0.15018785","-0.2422053894554519"
"0.58852315","0.011484749","0.27209026","-0.24225252853340473"
"1.9745893","0.65933007","0.06920469","-0.24231184340453837"
"2.9782994","0.031531863","0.060421452","-0.2424586752366007"
"0.52115154","0.67164516","0.21002123","-0.24248167171851986"
"0.34044972","0.55095965","0.49830616","-0.24253012013923292"
"15.989404","0.6195664","0.023535376","-0.24262063602004758"
"0.1963306","0.16525793","0.8269099","-0.2426752830117751"
"1.3836757","0.0133193685","0.116416164","-0.24271450345244627"
"5.6365566","0.3965586","0.052084338","-0.2427865075400859"
"2.545102","0.51529366","0.08224144","-0.242806688535814"
"0.36988297","0.096791886","0.40771335","-0.2428126971616893"
"11.158626","0.07813505","0.024010345","-0.2428565572430108"
"0.014106308","0.84793013","0.087722726","-0.24288382227421357"
"0.23541647","0.8284312","0.042620584","-0.24291363485083628"
"0.28856334","0.81665057","0.05257736","-0.24293771176424284"
"17.119753","0.010310156","0.020539474","-0.24308234571277398"
"0.030498084","0.8308858","0.010711985","-0.24313582561008507"
"0.017789636","0.81977123","0.12441768","-0.2432338795594602"
"2.7172287","0.49029484","0.076211184","-0.24324974308395397"
"0.19360256","0.019181529","0.73725474","-0.2433184982000176"
"2.492608","0.6734704","0.034236424","-0.24336454175813294"
"2.67924","0.05679576","0.06074255","-0.24341366842624423"
"0.040339578","0.8057066","0.040638898","-0.24343727470764653"
"0.015562835","0.016684651","8.9800205","-0.24343806292242243"
"3.0160162","0.13927749","0.05443341","-0.24352120256717225"
"0.1938905","0.5504043","0.6426354","-0.24365445621400417"
"0.046609867","0.33684242","3.833567","-0.2437361818665862"
"0.105208345","0.70093876","0.3519314","-0.24390408207513192"
"9.667205","0.05653901","0.023330487","-0.243908958308108"
"0.86429715","0.12185378","0.16205075","-0.24392880020989005"
"0.3397765","0.73692334","0.051725138","-0.24394379947252176"
"3.3629866","0.41855705","0.06362331","-0.24395757746331226"
"7.88411","0.25038618","0.031446822","-0.2439619570503635"
"0.14355306","0.7601059","0.015216066","-0.24403313497289636"
"8.783223","0.013608882","0.024231497","-0.24403759782857826"
"0.030243175","0.058127537","4.344374","-0.24409836667453932"
"0.08941455","0.17458321","1.4542462","-0.24423819263612545"
"52.569984","0.02600291","0.025182359","-0.2442964449594347"
"65.150185","0.6559074","0.01378536","-0.2443331061940175"
"0.044611897","0.52829874","2.4166095","-0.2443570486806601"
"1.7501581","0.15724081","0.08034789","-0.2443955596673686"
"0.01076511","0.16469494","11.82367","-0.24440686502675946"
"0.21874295","0.03441606","0.58689815","-0.24443968242789027"
"0.3256913","0.54938966","0.278551","-0.24457113272245423"
"16.365973","0.07484446","0.017964652","-0.24458107462030654"
"0.12625305","0.71507835","0.021483434","-0.24462213556832668"
"0.02148766","0.58274543","3.1829486","-0.2446563876220833"
"0.41132635","0.1193917","0.30755547","-0.24469049785554042"
"39.99434","0.43949252","0.029031284","-0.24470911833603326"
"1.467583","0.62452805","0.032360982","-0.24477558551827827"
"4.7375984","0.23627105","0.03731087","-0.24482182505614825"
"0.012586697","0.3301316","9.864274","-0.24489289250032908"
"0.18827133","0.29249611","0.65148324","-0.24495968802093793"
"1.2781163","0.3495905","0.10257034","-0.24499646763879523"
"1.1543454","0.45843336","0.10882578","-0.24507603049839166"
"0.015058852","0.6817178","0.12133655","-0.2450924549751179"
"0.27933472","0.091735765","0.43062723","-0.24509511558373465"
"23.653362","0.024682201","0.016467538","-0.2451023291740977"
"0.013515989","0.2953177","8.365017","-0.24513170790801309"
"0.06498957","0.4841821","1.5494483","-0.24514424828532522"
"67.917145","0.6139797","0.010995249","-0.2451625354052427"
"0.0103422925","0.65922594","0.9956938","-0.24516839792903844"
"0.7360805","0.08930718","0.16516271","-0.24523600936778034"
"0.033274706","0.40330073","3.2097704","-0.2452697993751023"
"0.35624412","0.6540927","0.022450773","-0.2453040587860984"
"0.016395098","0.60920924","1.6335009","-0.24540211509740883"
"0.18680301","0.6427604","0.028118845","-0.24552577093213945"
"13.781654","0.45199332","0.017121643","-0.24553834267695995"
"3.1242015","0.30959165","0.036802404","-0.24559406946038753"
"2.4301047","0.52955735","0.029309291","-0.2456067624362237"
"27.176678","0.46580407","0.016945885","-0.2456124541111393"
"0.016241092","0.638373","0.23795111","-0.2456198623241872"
"36.8592","0.3099952","0.01889567","-0.2456251685066655"
"3.8804505","0.5174741","0.021782063","-0.24566201613027672"
"54.371376","0.12969118","0.022380143","-0.2456696011222057"
"0.033078488","0.099390864","3.3600554","-0.24567672482638203"
"0.010361221","0.5910031","2.4541218","-0.24568274860551087"
"54.536114","0.31351465","0.022765603","-0.24571625167930655"
"0.021982072","0.014135423","5.029031","-0.2457177963217969"
"0.018175347","0.41669253","4.4657497","-0.2458201549845782"
"0.09478495","0.6199925","0.045023367","-0.2458567379311123"
"0.056712635","0.6200446","0.0653725","-0.24587057899944154"
"2.7887986","0.026835697","0.045344837","-0.24589958226027298"
"0.017295657","0.62257683","0.07623736","-0.2458998933938985"
"27.68504","0.09438387","0.01519123","-0.24597689705032377"
"0.013899465","0.16539708","7.6702905","-0.24602093557096505"
"2.1121762","0.571213","0.012119858","-0.2460428424201142"
"0.020022046","0.33544466","3.5243282","-0.24604968177095232"
"5.361697","0.30602723","0.019235471","-0.24605462511981768"
"0.01676472","0.61027086","0.04860043","-0.24607866551513968"
"0.31148097","0.5232642","0.14115894","-0.24612950294632197"
"0.41744226","0.19850871","0.24561393","-0.24613561805447626"
"1.8139066","0.54588187","0.01896236","-0.2461668865000073"
"11.583381","0.40307462","0.012183003","-0.24618578783500422"
"0.35386083","0.5124748","0.124868326","-0.24627303881957996"
"0.30998105","0.31599396","0.22402965","-0.246301189418892"
"1.8524288","0.39751056","0.035544034","-0.24633217964712495"
"0.01933691","0.40157026","2.8804665","-0.24637159654812524"
"8.207868","0.010101171","0.019332929","-0.24642491134381816"
"0.0378292","0.33151686","1.6323627","-0.2464522535619138"
"0.011134125","0.4297767","4.089198","-0.24659171447577077"
"15.694453","0.011506399","0.014396551","-0.24659454119802393"
"0.054386254","0.5174873","0.46130955","-0.24668418417293148"
"0.45767033","0.48975468","0.087169","-0.24669844406218067"
"8.45714","0.053053893","0.018257666","-0.24673767706236172"
"1.7354645","0.29745853","0.041384786","-0.24674393739331935"
"0.12668733","0.5550631","0.028267449","-0.2467483279045295"
"0.02626855","0.07003864","3.6783154","-0.24680611663162821"
"1.2992722","0.0286675","0.07970591","-0.24682835997578922"
"0.036555763","0.32859343","1.5191736","-0.24683424287898315"
"0.13004181","0.5445808","0.029985752","-0.24688107171110918"
"36.86436","0.027680796","0.014843087","-0.24688682597991218"
"0.07923404","0.03879567","1.2059654","-0.2469121800112628"
"0.052823946","0.013231673","1.7802346","-0.24701896999569417"
"1.6087849","0.018174594","0.062481694","-0.24717514879883562"
"0.060643926","0.3015255","0.9213658","-0.2471861179217687"
"0.010348905","0.024382336","8.799013","-0.247233906670421"
"0.010932271","0.012163595","8.18215","-0.24735997821901723"
"3.8226054","0.03907148","0.028889883","-0.24737809715991332"
"0.2696669","0.08087666","0.3345784","-0.24740285819736063"
"0.12336741","0.2306418","0.5476943","-0.247516547623712"
"0.17467369","0.49085292","0.01648555","-0.2475501204479047"
"0.011975475","0.49846527","0.09038539","-0.24756084310842463"
"0.16350211","0.3356538","0.24994865","-0.2475651477275982"
"1.8602554","0.05037572","0.05127531","-0.24763701666864857"
"0.010791791","0.4641512","0.70033276","-0.24764991276589354"
"0.066723056","0.38525504","0.39573395","-0.2476779613816773"
"0.16070926","0.037687708","0.5346923","-0.24769232774190875"
"0.011046886","0.16004714","7.3199024","-0.24771445462703245"
"0.66760516","0.40396968","0.03186716","-0.24774989176056583"
"5.14375","0.20666926","0.018102303","-0.2477517762338377"
"0.18496938","0.04547026","0.4541279","-0.24785093848788842"
"9.382133","0.1614509","0.014238339","-0.24786129134228752"
"0.02141844","0.4710456","0.015429042","-0.247956678942731"
"0.08310979","0.45157698","0.056261174","-0.24798009584310754"
"0.9818602","0.400087","0.017327607","-0.2480457594159291"
"0.012792897","0.23909831","4.259049","-0.24809937248208724"
"72.4888","0.17202246","0.020644106","-0.2481499120502979"
"53.40254","0.018224563","0.015603612","-0.24820170172628275"
"0.12872","0.42463717","0.05646349","-0.2482021498494551"
"0.24544525","0.06479582","0.32343113","-0.24822938697640162"
"0.0463778","0.17823312","1.4466949","-0.24823598595961327"
"3.5179353","0.023205183","0.026886413","-0.2482784677864498"
"0.42501143","0.19738698","0.14675033","-0.24831494762119966"
"0.026967304","0.10916461","2.8618314","-0.24832500289439086"
"0.03235548","0.07925479","2.3778546","-0.24834556802187868"
"14.185438","0.025983067","0.011447037","-0.24835318279593555"
"5.6894298","0.026504751","0.018267063","-0.2484204751991843"
"0.013342265","0.0317922","5.679512","-0.2484297050679649"
"0.19778945","0.35467702","0.09939474","-0.24847170422661957"
"19.611649","0.1441178","0.010402824","-0.2485046174091161"
"0.026810884","0.42618653","0.013910129","-0.24855980329087513"
"3.1120377","0.2649713","0.015021003","-0.2486143670622758"
"0.10698222","0.018877603","0.68922","-0.24862026252289215"
"16.254696","0.015499897","0.0105305165","-0.24863119952618806"
"0.15196344","0.40485248","0.018862711","-0.248711422737792"
"0.015801147","0.028741516","4.509715","-0.24878391702051728"
"0.03427086","0.4075729","0.011562602","-0.24881001655176527"
"0.029937172","0.32065493","0.6855552","-0.24887323416932494"
"0.5190107","0.3681371","0.016154487","-0.24891520614474616"
"0.49090523","0.11789545","0.14179313","-0.24901964989829306"
"0.3115485","0.28735664","0.084543794","-0.24902763555753005"
"0.14300649","0.13782503","0.43461093","-0.24907746357371852"
"0.32352933","0.01008464","0.21211419","-0.249083457456595"
"0.47092292","0.02760491","0.14681914","-0.24908822318010815"
"4.2511625","0.16816425","0.016208446","-0.24911367792796035"
"0.37791878","0.3058616","0.053289298","-0.24911816630239425"
"0.7190152","0.10776704","0.09667785","-0.24913402447807487"
"4.8295617","0.035177067","0.01803404","-0.24914617880456613"
"7.0876474","0.01463243","0.013815501","-0.24916477931097925"
"0.59817773","0.16935532","0.09059107","-0.24916694740820655"
"0.2503807","0.3190226","0.061044212","-0.24919617995465626"
"0.010502482","0.3743589","0.11575389","-0.2492136490881376"
"0.080088794","0.043260712","0.8168663","-0.2492593033645727"
"0.03141037","0.04856893","2.0724845","-0.24927042335226068"
"0.4863896","0.16071323","0.10917527","-0.24932308009480342"
"0.36813566","0.3306027","0.025698807","-0.2493606634406882"
"0.38681754","0.31671426","0.032240793","-0.24938645513922464"
"0.12613477","0.08866633","0.50303775","-0.2494259763447546"
"92.61244","0.11518277","0.023892695","-0.2494715648799919"
"0.032373596","0.03201617","1.9074731","-0.24953231631692296"
"0.01728631","0.3139879","0.55447996","-0.24956769265591205"
"0.21151443","0.28543648","0.07925317","-0.24956828625594007"
"1.1381155","0.031543184","0.057263725","-0.24957519218124102"
"0.03525737","0.3325976","0.11268207","-0.2496264618742836"
"0.19437416","0.27757946","0.08797831","-0.24965532744563568"
"0.019740414","0.084734194","3.032217","-0.24967702485443977"
"89.307014","0.09804904","0.021387808","-0.24973721976642294"
"0.058555588","0.21085478","0.5437334","-0.24973947421794573"
"0.098997466","0.32551482","0.031030165","-0.249772840201546"
"0.014348691","0.20132054","2.3110576","-0.24979103460051055"
"0.03903232","0.08963455","1.4851784","-0.2498297404069667"
"0.3524428","0.256278","0.050535087","-0.2499146455358705"
"0.037476446","0.18571971","0.9065668","-0.24996048160244233"
"0.109317414","0.020402117","0.50668305","-0.2500488638204903"
"0.038289312","0.046705","1.4346951","-0.2500669859625366"
"0.02335793","0.29972172","0.13108936","-0.2501219977818423"
"0.029505884","0.2915933","0.15088698","-0.2501553419064346"
"0.21816136","0.16728105","0.1583938","-0.25019984880659796"
"4.5553436","0.072391436","0.015005692","-0.2502069679127361"
"1.9213011","0.12940118","0.024644678","-0.2502682781785892"
"0.32356638","0.10928838","0.14785919","-0.25027919298364165"
"0.01437029","0.29592073","0.045715928","-0.25030656003942986"
"0.4491924","0.09767451","0.11052722","-0.2503597361779657"
"86.36786","0.17903365","0.010017311","-0.2504192624166559"
"6.7082753","0.021895533","0.010750822","-0.25045652082370307"
"0.7650773","0.034610905","0.06728565","-0.2505004135493121"
"1.7932669","0.01277054","0.030073704","-0.25054437364452364"
"0.068280175","0.19688727","0.29882678","-0.25056079093055605"
"0.096126646","0.07074689","0.50593835","-0.2505721927125515"
"0.20762928","0.08291385","0.2342013","-0.2505768490759279"
"0.011807262","0.27210125","0.027465371","-0.2506479732823441"
"0.05462259","0.26822376","0.023012701","-0.2506490604741649"
"3.7684023","0.11196843","0.013016105","-0.25067108525150816"
"0.19012071","0.08972451","0.23730293","-0.25067345060073487"
"0.16858299","0.09320025","0.2609109","-0.25068486842022186"
"0.010181276","0.08798352","4.3893876","-0.2506934538322345"
"0.033193864","0.2638998","0.04480627","-0.25069489393025113"
"0.14080927","0.049782764","0.3315957","-0.2507329430291474"
